id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,0.005393201662408651,0.0008541694919591765,0.0010858413988641975,0.00274542956929673,0.05796484600406738,0.0018898574413352992,0.000742319121251049,0.001551226261495183,0.008298595634016599,0.0971930552200496,0.06439907248476681,0.06409159487096,0.028069907460314465,0.026649356698476557,0.008493655615291813,0.003965964102715698,0.0009561520423358134,0.0009489837043926655,0.001353750761831338,0.0012206075788473393,0.003103309452951118,0.0027024551728978266,0.014369690829520294,0.007598650915878552,0.108747631889053,0.0022119781706903836,0.0995873041051956,0.0009814965884645873,0.0024908499438150364,0.0008061835032788109,0.07312724575996937,0.04638740444825105,0.02027065774235891,0.0012351052335630496,0.006807310969005043,0.0024772167868787063,0.010574978038386319,0.0008180700561988099,0.009161123256104903,0.009200522883601224,0.0014011590520573236,0.0016518423390483865,0.005825148496878439,0.0016021826758072372,0.0008750155304395247,0.0008922034463142532,0.002047809970348322,0.0009538620478814257,0.012802419710002665,0.015259425449950934,0.001864281664707627,0.04971197718812963,0.028966453249897172,0.007937661468034993,0.0014509664894550756,0.0016738611565897921,0.0014052382292693434,0.0048892774800040955,0.046345983147629416,0.0009672117742040685,0.010949246562611524
3126,0.0029921171622762505,0.000808543653038071,0.00016056668070660115,0.0030841307791234316,0.0005365454536024594,0.0020702507838445054,0.00019812797231828107,0.0033349585800674926,0.0009839022341193114,0.00020167761022362953,0.00015826978639294683,0.0003635146620951832,0.00016037625318879932,0.0001966743470759854,0.00020457990568324466,0.003876233316939716,0.0004935968970647456,0.002593727935215676,0.0008671438770413488,0.0005563955240642045,0.004934630828908572,0.001200695718162659,0.004369717011505415,0.00624682926961694,0.0005903503543537596,0.006296282533371136,0.9104746714843671,0.00044600798276430304,0.0006482519867469628,0.000128159207456451,0.00016671144707785577,0.00020484135292972487,0.004491865721341729,0.0010055238594549782,0.0013266163650738508,0.0031929272444470858,0.0008045879945050157,0.0002960356161687303,0.0005745633471909241,0.00036554505841579396,0.0009086693448231941,0.0005562835034474629,0.0014746188932592977,0.0005153166936738945,0.00033628152207364735,0.0005042502535918429,0.0021192065207595286,0.0009717264394219087,0.005403941792777649,0.002932363699011064,0.002236779608813683,0.0007713641267680995,0.00015789347898025513,0.00027183936129485635,0.0011147280773732228,0.0015321917311147172,0.0014133896633096383,0.001377016901104285,0.00046279180322562717,0.002146978394543098,0.0011862203926911205
3127,0.011523949919988657,0.05574006548529547,0.0017741536776035318,0.013220862982620958,0.0016232504523693465,0.009294137511001369,0.009394368957372072,0.032749879180798004,0.07363089426347189,0.0017597997473311215,0.0013095493106380705,0.001594589525432699,0.001295659065459767,0.0014237524111274935,0.001463004190000408,0.003968157136867097,0.052087134968563646,0.020867582623468262,0.003024796344292243,0.0018585722533468248,0.002917738183417645,0.003940137839078106,0.0024936252890108467,0.0051355734399664245,0.0014509945677227628,0.010886384141565626,0.10359287769298002,0.026261650971091486,0.013030325622376543,0.0015813486241821537,0.0013255072046376357,0.0013572178768026697,0.006587332538505977,0.007764819515581667,0.005466970015539515,0.032007647266428796,0.015436349158700832,0.014428200247854258,0.003536357910688587,0.0019788422196079306,0.03298296487493359,0.004746418378989952,0.004019480114792258,0.00601363782983921,0.009501892751091135,0.19388058670010908,0.003944005537455279,0.016722211170591885,0.02022239513567832,0.009300063367156993,0.003493516570423731,0.0022654440284681724,0.0013568800758184275,0.0023725990853897243,0.03940892686865271,0.009474369756537508,0.010831314230997171,0.002540964100718081,0.0013207065398425648,0.060323682140308664,0.004493880409418128
3128,0.003333599803459857,0.0004905199121836014,0.0058420263001622945,0.0019154556184376578,0.007066520144427674,0.0021993597606781616,0.00022118779277616784,0.005100978622606886,0.020309729480957595,0.0014868456893982762,0.002345336019626985,0.003870697881379477,0.0018113527190656965,0.0021541654663615713,0.0020722897964076115,0.004702324009095216,0.0006153746895084103,0.000644190371482353,0.0003698698650035037,0.0012458050799173826,0.004204475256367985,0.025784743188050366,0.0011405667155793655,0.005832951508397212,0.003332279319817643,0.003119542315892253,0.7415280706344872,0.0003379481912431942,0.0031925194911107254,0.001147776381822151,0.00504116559714882,0.0031011239100870733,0.006573643639607821,0.004072158464626821,0.004945034837437363,0.003918064740105314,0.0026503659814019775,0.00026663364479405415,0.0011168709410204632,0.0007133156107354228,0.0011024038821791104,0.002339655954820849,0.015722373274736294,0.01517690499910974,0.0012349811382233722,0.0004054658416957154,0.0016065068274615769,0.0003168378868368884,0.00980102112378217,0.013681323411050045,0.007542019175622194,0.002073621855956192,0.0019684687436498337,0.0027067131574562797,0.0017180386314327467,0.0033586529897515903,0.000550919735872784,0.002503246021972513,0.002296809829367013,0.0004900937511950152,0.023587062375158133
3129,0.0032609064910719557,0.0005587065498250062,0.0025389513025307776,0.013453337923365687,0.0012723862863994024,0.00341500281737113,0.000329901345290103,0.0017550854536320611,0.017288368153624018,0.002203416375126649,0.0005257170240708707,0.0024123035341244658,0.0015150081071810687,0.00160825241330934,0.005002697314164191,0.006908787795217321,0.0009749117443721933,0.0007712782886184879,0.0015533848767059779,0.00048402972825664555,0.009526608455196338,0.010410828724309353,0.020885055773344614,0.011674681559874306,0.0019745535183331086,0.0052993483813451705,0.6597276281572427,0.00047332366003648683,0.0019613404073778925,0.00033109245057089977,0.0028338635879187096,0.0009405602008826194,0.01072115824971797,0.0029528106249299343,0.008352915728188557,0.001807074372268961,0.07101629310004065,0.00047894180331082073,0.0007670797804598495,0.0012027707927800982,0.0006407685882302876,0.0023202048235100004,0.0039606768607996735,0.005464654417681876,0.0005598583446985496,0.0009323618327335207,0.0010077919037829296,0.0005509679392340349,0.011615037193312826,0.01781784347757415,0.03606953354052235,0.002090616093001823,0.0010788265973189313,0.0015807810909256122,0.0011458405057765517,0.007255272423604199,0.0009786970459821813,0.00462988721267916,0.000934387379418801,0.0009765256837851952,0.0072191041930408035
3130,0.004057103394964742,0.06068973546336441,0.0035721097621010315,0.005993365314238511,0.0015460096085939635,0.005669171822748673,0.0019688422667564517,0.033626344567836336,0.034902012227424624,0.0011201193709105316,0.0011946999297370677,0.0014788116742334334,0.0011930209387355946,0.0013188906286979607,0.001275731942661933,0.005525275593508028,0.0881994884585285,0.029140119167462012,0.002145151168990107,0.0015012639710194555,0.0021744547453335238,0.008409151463738352,0.0019724582747811994,0.00382096737628116,0.0013319920602021926,0.01077401751615624,0.14693076060771051,0.0036731776898106536,0.025446972195203213,0.0293517620897555,0.0013932482797882888,0.0012930340706176892,0.008511948653025844,0.030703083746594754,0.01168206769538732,0.02326720751215039,0.002063985603220021,0.002741568993075092,0.002439976829820772,0.0019293668989367107,0.007151606627757334,0.03781943117944717,0.011865994126150449,0.10669291776770835,0.05739291606484174,0.03672872744479647,0.007239228748337901,0.004023798732745515,0.01999769632595609,0.02073326046302776,0.007485866694934346,0.0014489027002197315,0.0012289873410010485,0.0017147805392922542,0.012018442258266782,0.0074073825310801865,0.002973704443285269,0.002390402098834285,0.0012893465236384417,0.019881451562671862,0.026486686251904226
3131,0.006118548137900293,0.00023030234823157234,0.0006212905451251446,0.00028294876435453804,0.0065191176858019765,0.0007865030748189053,0.00012483098646041401,0.0019354455841471378,0.004040872335910496,0.0005326219416069614,0.0009150671499230833,0.001131604318450375,0.0009762599946933322,0.0011384591239693904,0.0004442064207322837,0.01072937076441662,0.00018275867667672796,0.0005689321541913885,0.00045084097952181467,0.0019220404544397882,0.001741577709781801,0.002369929313087216,0.0003392518961919987,0.0016097876440461577,0.004982635596454993,0.0006823262531332413,0.8677673407478216,0.00029782718885130614,0.0019131279119480335,0.0008405785258633693,0.0010867875798810846,0.001361041302186914,0.004615478421008224,0.0006699587645059595,0.000548795670873521,0.002123004615121213,0.0017376337509710901,0.000182384863301752,0.001971498767576619,0.000787341994941517,0.0004826693103906455,0.0010190716523910447,0.005310374259847586,0.002836400049381743,0.0005383528404885903,0.0001904275613110405,0.011060745664696968,0.00022131980329924937,0.0021419451720239937,0.008370522509851859,0.011937776607904519,0.0017577336018555528,0.0008204123709437332,0.0008267450561634084,0.0005818549385904762,0.0009400512197403327,0.0005321298400527093,0.007264001016943378,0.0022124642413642033,0.00026517569245480284,0.003409496631385225
3132,0.011547452108771946,0.034227451292532525,0.0031638221326630547,0.003920916212330598,0.0016577853262850653,0.005418878795273991,0.0017603959068270229,0.06068209328888616,0.035428759775252866,0.0011964767170791139,0.0012186019181095842,0.001589711390886898,0.0012494925233995852,0.0013330846654850774,0.001326460150633394,0.01403359893876824,0.011747605886146465,0.0316991510084186,0.0024258191666747873,0.002196759677467117,0.002260893646136237,0.0122655614205608,0.0017000115848255113,0.0031972780782614967,0.0016304229077919376,0.006860975144387621,0.1507864420518861,0.003839222174142288,0.035758697234151746,0.02306066664440795,0.0014626087448985552,0.0013588003208765932,0.015888940457284225,0.04509105732436615,0.013524338903205996,0.018425600937836465,0.0022893148342047,0.0023961841699269323,0.002731374631581567,0.0017186545194491825,0.010445396305407948,0.031213881845478592,0.020692030536792277,0.17734218864566514,0.0566525029376291,0.009876977640831574,0.006750740992748804,0.0032507222721986,0.023836565268585526,0.018203864564065787,0.0072474845401476985,0.0016431352871474807,0.0012858075786709828,0.002118908223965689,0.016648473611167856,0.0057135229623724425,0.0028459623862845595,0.002454785235526251,0.0013430183332924493,0.0107093130753148,0.01565335514463224
3133,0.009608665293401094,0.07858766338608036,0.0021462380831947835,0.0024999205691697076,0.001116895562404272,0.00660055885713111,0.002264560291866603,0.040379874401144385,0.058780584895363835,0.0008822751841430502,0.0008459260610269714,0.0011083717179389242,0.000879274724412097,0.0009453028249425371,0.000917637284113005,0.006442150568393528,0.008167560898676011,0.0687411818249921,0.0014016108824517108,0.0010579268493775473,0.00178209317312163,0.004356890344091813,0.001146290256707461,0.0022904542059576675,0.0011464692255390657,0.005874132118311496,0.3036451480718845,0.007417701908030057,0.02110020082793901,0.023618230830688428,0.000985468777200112,0.0009370776422342355,0.009503374980324907,0.008644532290035397,0.003899043564800522,0.013272550221352495,0.0019525238384613887,0.0039388712693250475,0.003095019914303571,0.0013212786648239426,0.01858944556956431,0.0440733745347529,0.009875815609297456,0.04374644929095349,0.03992146755255281,0.012828316802840785,0.007137818292710407,0.005788928716106752,0.016744739618558088,0.014283652904873032,0.0029092633020916104,0.0012294831374935037,0.0008953540170855148,0.0015077325726490537,0.020204765955208235,0.006497021369019877,0.0044246150251213345,0.0016316774911953162,0.0009308416128160753,0.028141639021631568,0.005336065318119347
3134,0.006344715630811748,0.018298345814557658,0.0014603052151605346,0.002299415651133277,0.0010730677882089905,0.005297369021075137,0.04283314556577683,0.008066866387577618,0.022494781118105097,0.000995627633692478,0.0008379738974580807,0.001004928888427557,0.0008522418354551289,0.0009070063024395721,0.0009688875025876022,0.0027735392986299647,0.0022844316210572134,0.04058412327196336,0.0013493110528611883,0.001260978611247162,0.001990160305662604,0.001963919800169809,0.0012469527710896322,0.0019930626921676902,0.0010139644436577117,0.004937015153832533,0.130761066512299,0.01894597612193963,0.002572099079514259,0.005839914138716989,0.0008936166512686569,0.0009034528459940169,0.007278994977882495,0.0022390678765548525,0.0013870384092545466,0.006292471886208806,0.004092725598145379,0.2830041485604436,0.004597990384408162,0.0011604431314451266,0.045422549777367836,0.006402162203752983,0.00391257149623508,0.0034805355316183295,0.007629628050797203,0.010927255095817804,0.004408439087527752,0.16556322488388783,0.015918834711527205,0.007558128783101734,0.0018661255817791428,0.001338245630355675,0.0008791693139008776,0.0014220137370311216,0.015800392871153344,0.003122744417277832,0.009008160365359114,0.001494705517694392,0.0008858066431681092,0.045867081507398655,0.001991081344366167
